張斯綱,01 北投區、士林區,中國國民黨,,男,,,"政治大學東亞所 碩士
李清林,03 礁溪鄉,中國國民黨,,男,,,,"前宜蘭縣議會
副議長",,,,,,,,,,,,,,,,,,,,
李清木,05 溪湖鎮、埔鹽鄉、埔心鄉,民主進步黨,46 歲,男,,,"台中一中畢業 
埔鹽國中 
好修國小","民主進步黨埔鹽鄉聯絡處主任
埔鹽鄉愛心慈善會監事
溪湖四季游泳會會員
西湖村西德宮副主委
好修國小家長會顧問
埔鹽警友站顧問
埔鹽消防隊義消顧問 
台灣國埔心聯誼會顧問團長",,,,,,,,,,,,,,,,,,,,
李添進,04 西嶼鄉,無黨籍,,男,,,,,,,,,,,,,,,,,,,,,,,,
李啟維,09 安平區、南區,民主進步黨,,男,臺南市,,中山大學政治學碩士,李文正市議員特助,,,,,,,,,,,,,,,,,,,,
李婉鈺,04 板橋區,無黨籍,46 歲,女,雲林縣,1972-03-27,"中國文化大學建築暨都市計劃碩士、博士
南加大土木工程系
板橋國中
板橋國小","新北市第1、2屆議員
新北國際青商會長
中華航空公司空服員
台灣高鐵土木工程師
新北市雲林同鄉會總召集人
板橋雲林同鄉會常務監事
北二高速公路工程師
北宜高速公路工程師
雲林媳婦女兒聯誼會
台灣蕃薯藤協會顧問
新北市木材/家具商業同業公會顧問
新北市小客車租賃商業公會顧問","要求儘速執行我於議會提案通過之板橋區免費更換用戶天然氣老舊開關及瓦斯管等零件，並嚴格落實住戶的定期安全檢查機制，為板橋民眾居住安全及荷包把關。
推動「友善板橋」，加強無障礙設施的設置，方便媽媽及身障朋友，使板橋成為最友善的城市。
繼續推動新北市政府興建只租不售的社會住宅、及成立專責機構，承租好房打折轉租，並監督所有社宅租金之訂定，保障弱勢族群與年輕族群的居住權。
替浮洲地區廠房爭取合宜搬遷地、居民爭取合理徵收及重劃的條件，讓大家安居樂業。
監督新北市都市更新整體規劃並分區開發，創造合理房價，建立美麗新板橋。
廢除不合時宜、影響生活機能的老舊公共建設，定期稽查並減少廢棄建物，增加更多開放空間。
爭取老舊建物新蓋電梯補助及制度。
繼續爭取我已於議會提案通過之全市統一水價！督促板新二廠完工，堅持板橋用水品質，新北不輸台北，拒當次等公民。
繼續督促湳仔溝整治工程，改善水質並維護其生態，達成生態棲地復育。
全面改善傳統市場、夜市的排髒汙設備，補助裝設靜電機、油水分離設備，阻絕廢水汙染湳仔溝，打造乾淨衛生、全新面貌的現代化市場、環保夜市，革新板橋觀光景觀。
加速完善社區托育機制，以社區為單位廣設公托中心、公立育幼院。
普及優質社區長照機構的設立，同時推動重大疾病的年長者與行動不便的患者，享有免費醫療車來回醫院及住家接送。
推動設置便利的洗腎友善空間，以利腎友使用。
落實安全食品標示與衛生稽查，為板橋飲食安全把關。
將免費無線上網區域從公共行政區外再多擴展（如公園、夜市、觀光景點）。
替廣大的跳舞人爭取更多優質街舞練舞場地，使板橋充滿活力。

（資料來源／中選會選舉公報：http://ebulletin.cec.gov.tw/%E9%81%B8%E8%88%89/%E7%9B%B4%E8%BD%84%E5%B8%82%E8%AD%B0%E5%93%A1/103%E5%B9%B4/02%E6%96%B0%E5%8C%97%E5%B8%82/%E6%96%B0%E5%8C%97%E5%B8%82%E7%AC%AC4%E9%81%B8%E8%88%89%E5%8D%80%E8%AD%B0%E5%93%A1.pdf）",,,,,,,,,,,,,,,,,,,
李婉如,11 東區、南區,無黨籍,,女,,,,,"

自然遊戲，共作公園
（取自歐巴桑聯盟官網）


","
          多元親職支持系統
（取自歐巴桑聯盟官網）
      ",,,,,,,,,,,,,,,,,,
李國璋,01 東區東門里等35里,中國國民黨,,男,,,,新竹市議員,,,,,,,,,,,,,,,,,,,,
李國禎,10 中區、西區,時代力量,,男,臺中市,,"國立彰化師範大學公共事務與公民教育系碩士研究生 
修平科技大學國際企業經營系","立法委員徐永明中西區服務處主任
台中市西區吉龍里 里長
黃國書服務處主任20年(5屆市議員，2屆立法委員)","
          「議會革新」
「公投扎根」
「空汙改善」
「托育友善」
「交通便捷」
「酒駕歸零」
時代力量共同政見口號
      ",,,,,,,,,,,,,,,,,,,
李國勝,04 朴子市、六腳鄉、東石鄉,中國國民黨,54 歲,男,,,,嘉義縣議員,,,,,,,,,,,,,,,,,,,,
李國安,03 八德區,無黨籍,,男,桃園市,,,,"增設公車轉運站，便利乘轉
設立醫院方便八德近大溪鄉親就醫
廣設日間長照中心，每五里設置一據點
大湳公園步道不平過窄須重建
豐德公園增設照明
大湳市場周邊道路停車整頓，合法攤販停車優惠
大圳邊步道整修，避免路人跌倒
社區供餐由政府統一外包避免食安問題
八德重要政經建設進駐八德重劃區
八德重劃區建立綜合型大樓包含公所戶政業務以及市場商場
建設大型藝文中心，展演館供藝術工作者有展演空間可用
新生路設公車站通往中壢桃園
公園內設立兒童戲水設施
政府協助未設管委會的老舊社區修繕公共設施
1659路線延伸路過興豐路
加強警力，補足警察編制
加強治安，保障婦幼安全
0-12歲提高生育托育就學補助，做到零負擔
建立優質教育環境，培育優秀人才",,,,,,,,,,,,,,,,,,,
李偉華,05 安樂區,無黨籍,,男,,,台灣大學醫學系醫學士,"李偉華耳鼻喉科診所耳鼻喉科主治醫師
新光吳火獅紀念醫院耳鼻喉科主治醫師",,,,,,,,,,,,,,,,,,,,
李偉智,05 善化區、安定區、新市區、山上區、新化區,民主進步黨,48 歲,男,臺南市,,國立成功大學碩士,"新化區農會理事長
民主進步黨全國黨代表
臺灣綠色產業發展協會 執行長","1.加速大台南市政中心建設
2.舒緩南科交通擁塞路段
3.加強鄰里長工作津貼
4.都市更新計畫透明化
5.完善托育機構與課後輔導(源自/李偉智候選人臉書)",,,,,,,,,,,,,,,,,,,
李翁月娥,03 蘆洲區、三重區,無黨籍,60 歲,女,新北市,1958-01-05,政大行專畢業,"私立文化大學會統系結業
國立政治大學地方政府研究中心結業
第13.14屆蘆洲鄉民代表
第15屆蘆洲鄉民代表會副主席
第1.2屆蘆洲市民代表副主席
第3.4屆蘆洲市長
新北市第1屆議員
台灣環保協會榮譽理事長
愛心關懷協會創會長
蘆洲環保協會榮譽理事長
社區健康協會榮譽理事長
蘆笙環保志工大隊發起人
蘆笙環保協會創會理事長
新北社區人文關懷協會榮譽理事長
新北市救難協會顧問
蘆洲義警消救難協會顧問","一、結合資訊、通訊科技、安全防護不中斷。
二、加速推動三重區光興段公辦都市更新。
三、儘速開發三重區疏洪道兩側附近，地區重劃土地開發、促進地方繁榮。
四、鴨母港應改善為親水觀光公園，提升市民生活機能。
五、加強辦理國小及幼兒園、課後輔導。
六、推動社會住宅，解決住的問題。
七、增設優質平價幼兒園。
八、落實『以家庭為中心、社會基礎』服務模式。
九、健全醫療體系，提升醫療服務品質，設立市立蘆洲醫院。
十、全面提升下水道規格，強化抽水功能。
十一、爭取三重、蘆洲區國際型會議廳、文化中心。
十二、爭取三重、蘆洲區標準運動場。
十三、三重、蘆洲全面路燈汰換ＬＥＤ燈，讓三重、蘆洲更美化。
十四、爭取在蘆洲都市計劃中，規劃－國際創新園區、美術園區。
十五、三重、蘆洲區高壓電塔，全面地下化。
十六、擴大舉辦切仔麵節，配合湧蓮寺、保佑宮、大眾爺廟，形象商圈、促進地方繁榮。

（資料來源／中選會選舉公報：http://ebulletin.cec.gov.tw/%E9%81%B8%E8%88%89/%E7%9B%B4%E8%BD%84%E5%B8%82%E8%AD%B0%E5%93%A1/103%E5%B9%B4/02%E6%96%B0%E5%8C%97%E5%B8%82/%E6%96%B0%E5%8C%97%E5%B8%82%E7%AC%AC3%E9%81%B8%E8%88%89%E5%8D%80%E8%AD%B0%E5%93%A1.pdf）",,,,,,,,,,,,,,,,,,,
李浩誠,07 北斗鎮、田尾鄉、埤頭鄉、溪州鄉,中國國民黨,45 歲,男,彰化市,,"日本沖繩國際大學畢業
中州技術學院（五專部）畢業
北斗國中畢業
螺陽國小畢業","一、彰化縣議會第17、18屆議員
二、李醫師診所公關
三、立法委員卓伯源北斗區主任
四、彰化縣政府縣政顧問(卓伯源縣長任內）
五、北斗扶輪社青年社區服務團團長
六、彰化縣信德慈善會永久會員
七、彰化七星獅子會 32 屆會長
八、北斗奠安宮將軍團、太子團顧問
九、北斗玉天慈善會會員
十、彰化縣慈化慈善會永久會員
十一、彰化縣仁愛慈善會永久會員
十二、彰化縣神將藝陣文化協進會理事
十三、活愛社區服務協會創會會員
十四、螺陽國小家長委員會顧問",,,,,,,,,,,,,,,,,,,,
李家興,09 楊梅區,無黨籍,61 歲,男,,,,,"
          推動市府打造無障礙城市，盼助每位市民都能享有無障礙的生活環境；未來盼能推廣到其他行政區；要求落實「無障礙環境」 以提供行動不便者可用的環境。
",,,,,,,,,,,,,,,,,,,
李倩萍,03 蘆洲區、三重區,民主進步黨,48 歲,女,新北市,1970-08-12,"蘆洲國小
成淵國中
銘傳商專國際貿易科
東吳大學英文學系
美國德州大學奧斯汀分校教育碩士
美國德州大學奧斯汀分校教育博士班","第2、3屆蘆洲市民代表
第16屆台北縣議員
（2006年3月1日－2010年12月24日）
新北市第1屆議員
（2010年12月25日－）
2007年台北縣議會民進黨團書記長
民主進步黨第13、14屆全國黨代表
十信高中英語老師
慈笙文教基金會執行長
蘆洲婦女防火宣導隊副分隊長","優質教育最放心
1. 提昇英語教學品質，爭取每校設置專業語言視聽教室，導入情境教室，引進外師活化教學。
2. 監督營養午餐品質，落實食材登錄系統及餐點檢驗，讓孩子吃的開心，家長放心。
3. 整合教育資源，針對學習落後學生實施分級教學及分級教材，讓學生找回學習的樂趣。
4. 爭設學校專業輔導教師及社工人員，協助導正高度偏差行為、中輟問題追蹤、多元家庭問題解決。
5. 正視毒品入侵校園問題，取得家長及學生同意後，進行尿篩驗毒，嚇阻毒品入侵校園。

市政建設最關心
1. 持續爭取三重、蘆洲U-BIKE站點設置，打造市民低碳心生活。
2. 爭取興建三、蘆地區大型綜合活動中心(如三重重新公有市場、蘆洲兒五、停三等)，增進人文藝術涵養。
3. 加速三環三線建設，督促蘆洲北側農業區都市更新工作。

社福政策最用心
1. 爭取區域醫院，增加就醫便利性及提升醫療品質。
2. 廣設社區保母中心，解決公托育名額不足問題，讓家長安心上班。
3. 擴大庇護工場銷售管道及工場數，讓身心障礙的孩子畢業後有出路，能夠自給自足。
4. 實現居住正義，打造只租不賣的社會住宅並放寬租屋補助標準。

（資料來源／中選會選舉公報：http://ebulletin.cec.gov.tw/%E9%81%B8%E8%88%89/%E7%9B%B4%E8%BD%84%E5%B8%82%E8%AD%B0%E5%93%A1/103%E5%B9%B4/02%E6%96%B0%E5%8C%97%E5%B8%82/%E6%96%B0%E5%8C%97%E5%B8%82%E7%AC%AC3%E9%81%B8%E8%88%89%E5%8D%80%E8%AD%B0%E5%93%A1.pdf）",,,,,,,,,,,,,,,,,,,
李香蘭,04 東港鎮、新園鄉、萬丹鄉,中國國民黨,47 歲,女,,,國立屏東教育大學教育行政研究所教育行政碩士,"屏東縣議會第15/16/17/18屆縣議員
屏東縣內埔鄉榮華國小幹事
屏東縣議會書記",,,,,,,,,,,,,,,,,,,,
李茂榮,03 松山區、信義區,無黨籍,57 歲,男,臺北市,1961-02-28,"光武工業專科學校化
學工程科畢業","陸軍軍官學校裝甲軍官班畢業
信義區中興里第七至第十一屆里長
信義區後備軍人輔導中心主任
信義義勇交通警察中隊副中隊長
中國國民黨黃復興信義區黨部常務委員",,,,,,,,,,,,,,,,,,,,
李美惠,16 霧臺鄉之山地原住民,無黨籍,,女,,,,,,,,,,,,,,,,,,,,,,,,
李美素,12 平地原住民,民主進步黨,,女,,,真理大學麻豆分校運動健康與休閒系,叢林廣告公司,,,,,,,,,,,,,,,,,,,,
李美津,01 北投區、士林區,無黨籍,,女,,,"台北大學會計系
美國田納西州立大學企管碩士","證劵公司、證劵投信協理
資產管理顧問公司副總
行政院「公務人員終身學習」課程講師
教務部「全人關懷生命教育」課程講師","津開心：永續觀光，生態和諧

1）士林北投做為台北城市行銷亮點
士林北投擁有多個國際級的觀光亮點：故宮、士林官邸、陽明山、北投溫泉、關渡平原、士林夜市，以及建設中的北藝中心等等，兼具豐富的歷史文化、自然生態，與人文活動。應善用士林北投的觀光優勢，爭取作為台北市的城市行銷亮點，爭取更多市政資源。

2）開創北投溫泉深度觀光價值
北投溫泉有獨特的地熱自然景觀，及所孕育出具在地特色的溫泉文化，從日據時代就是世界一流的名勝，應推動全球知名溫泉的聯名，爭取經費培養多國語言導覽員；結合在地社團及商家，舉辦節慶活動及規劃各種體驗行程，例如溫泉北投、文化北投、地質北投等，將北投推向國際，讓台北觀光更提升！

3）發展資源永續與生態和諧的城市
士林北投擁有山林、溪河、沼澤地等豐富的自然景觀，是大台北的自然公園（台北之肺），除了重視生態保育之外，應積極推動市區友善環境的建設，例如建築密集區的雨水循環系統，推動政府機關、各級學校的綠屋頂，生態工法的河川整治等。發展人與生態共生的城市，士林北投是最理想的地點。

（資料來源／李美津官方網站：http://dollars.taipei/politics/）","津開心：永續觀光，生態和諧

1）士林北投做為台北城市行銷亮點
士林北投擁有多個國際級的觀光亮點：故宮、士林官邸、陽明山、北投溫泉、關渡平原、士林夜市，以及建設中的北藝中心等等，兼具豐富的歷史文化、自然生態，與人文活動。應善用士林北投的觀光優勢，爭取作為台北市的城市行銷亮點，爭取更多市政資源。

2）開創北投溫泉深度觀光價值
北投溫泉有獨特的地熱自然景觀，及所孕育出具在地特色的溫泉文化，從日據時代就是世界一流的名勝，應推動全球知名溫泉的聯名，爭取經費培養多國語言導覽員；結合在地社團及商家，舉辦節慶活動及規劃各種體驗行程，例如溫泉北投、文化北投、地質北投等，將北投推向國際，讓台北觀光更提升！

3）發展資源永續與生態和諧的城市
士林北投擁有山林、溪河、沼澤地等豐富的自然景觀，是大台北的自然公園（台北之肺），除了重視生態保育之外，應積極推動市區友善環境的建設，例如建築密集區的雨水循環系統，推動政府機關、各級學校的綠屋頂，生態工法的河川整治等。發展人與生態共生的城市，士林北投是最理想的地點。

（資料來源／李美津官方網站：http://dollars.taipei/politics/）","津甘心：樂齡快活，尊嚴銀髮

1）推動公辦民營長壽村計畫
台灣在今年2018正式進入高齡社會，每7人就有一位65歲以上，美津認為長輩是家庭及社會的寶而不是負擔，應該視需求給予不同層面的支持，身體硬朗行動自如、獨居、行動不便、臥病在床等等的需求都不一樣。家庭型態及觀念的改變，未來越多長輩會需要可以自己生活，以房養老便是一個創新的作法，北市府應有能力推動公辦民營長壽村，建立可以安養天年的照顧及管理計畫，逐步實現老有所終、成為銀髮宜居的台北市。

2）推動預防醫學且增設日間照護中心
北市衛生局106年度統計50歲以上失智人口，士林區推估2885人、北投區推估2378人，失智已成為比癌症更嚴重的世紀疾病。北市府104年在士林北投試辦醫生到你家，美津非常支持也會繼續推動。另外日間照護中心相對不足，美津要爭取士林北投增設日間照護中心，讓士林北投的長者白天也有人照顧。

3）善用科技關懷獨居長者並提升照護品質，力推「時間銀行」
獨居長者的日常生活往往會遇到意想不到的困難，例如沒有電梯的老舊公寓，出門或是修繕怎麼辦？常常是各里長做第一線的協助。美津認為應發揮我們的資訊實力，建立獨居服務網，整合社會工作者或義工來關懷獨居老人；另外，長者照顧很大的人力來源是外籍照顧者，但在公園看到老人家並沒有得到很好的照顧，因此引進外籍照顧者的心態及制度應該檢討，否則最後人也照顧不好，也沒人願意再來台灣服務了；預估2025年，北市每5位市民就有1位為65歲以上老人，美津認為應積極推動「時間銀行」，照顧他人的時數被記錄下來存入銀行，等到將來老了、生病、需要被照顧時，則可以從銀行換取被照顧的服務，充分發揮人與人彼此互惠的精神，解決社會服務無法完全覆蓋的長照與養老制度。

（資料來源／李美津官方網站：http://dollars.taipei/politics/）","津安心：孩童教育，校園安全

1）推動善良風氣，強化學童就學安全
校園環境的安全，硬體（圍牆、電眼等）是最快最容易建置的，2015年國小女童割喉案後，幾乎所有的校園防護硬體都建置完成；校舍耐震度的加強北市教育局也逐年編列預算進行。除了校園環境的安全，更多就學安全的問題來自師生霸凌、校園毒品等，這在美津長年推動的品格教育及毒品防制會再提到。但最困難的點是人與人失去信任、陌生人都被當成壞人、加害人卻多是親人、師長等，美津期望從政界就開始有「社會教育」的示範、專業問政實事求是，拒絕意識形態的分化讓社會失去互信。請支持美津的努力，可以放心讓孩子自己上學不用接送的那天，就是全體市民的成功！

2）積極推動生命教育、品格教育、尊師重道
近年來的情殺案、隨機殺人、詐騙案件，以及資優生自殺自殘等，令人難過的是不管加害被害者都是國家社會培養的大學生，這代表學校忽略了非專業但影響一生的生命教育與品格教育。美津將近20年的時間都從事青少年義務講師，引導年輕人做自己身心的主人、了解生命的價值，以及訓練團隊合作、達成目標、危機處理的能力，並實際的在社團經營上落實所學。生命教育與品格教育的扎根，會解決很多的社會問題，受益最大的是孩子本身，父母、師長、從政者都應該重視，這是美津會持續積極推動的。

3）防制毒品進入校園，反毒觀念扎根
美津擔任解癮戒毒協會顧問，長期進入社區及校園做反毒宣導，反毒觀念要紮根，讓孩子學會辨識毒品、拒絕毒品，以及了解販毒吸毒相關的法治觀念及後果。北市府應整合反毒行政資源，設立高層級專責機構，一年內就應看出防治的效果，讓毒品完全離開校園。

（資料來源／李美津官方網站：http://dollars.taipei/politics/）","津用心：便利生活，品質升級

1）協助老舊住宅更新，傳統市場整新大變身
士林北投30年以上的房子將近7成，老舊住宅更新已經是國家級政策，辦法及獎勵也越來越透明；傳統市場整新，也是北市府積極在進行的。美津都非常支持，因為美津的父母也已年邁，一個安全的、好的居住環境對老人家真的很重要；美津也很喜歡去傳統市場買菜，東西便宜新鮮又有人情味。但美津要監督重建品質並符合市容規劃，傳統市場整新也應各有特色，不要整新完都變成同一個樣子。

2）推動人車用路平整無障礙，公共管線地下化
推動無障礙空間，改善街道、騎樓等讓身心障礙、高齡者、推娃娃車者都便利使用；加速推動汙水下水道接管，避免水溝發臭蚊蟲孳生；電線電纜地下化以提升市容；提升鋪路工法技術，減少路面孔蓋不平、下雨凹洞等現象。

3）增設社區巴士、UBike站點及汽機車停車位符合當地需求
士林北投腹地廣大、地勢有高有低，應增設社區巴士，並優先採用電動巴士，也增設UBike站點；全面檢討士林北投汽車機車停車規劃，違停嚴重的區域是否應增設停車場，而不是放任違停。

（資料來源／李美津官方網站：http://dollars.taipei/politics/）",,,,,,,,,,,,,,,
李紀財 Mulaneng Paliuliu,14 獅子鄉及枋山鄉之山地原住民,無黨籍,,男,,,,,,,,,,,,,,,,,,,,,,,,
李秋旺,01 花蓮市,中國國民黨,63 歲,男,花蓮縣,,,花蓮縣議員,,,,,,,,,,,,,,,,,,,,
李眉蓁,04 楠梓區、左營區,中國國民黨,39 歲,女,高雄市,1979-03-21,"國立中山大學社會科學院大陸研究所碩士
正修技術學院附設專科部伍年制化學工程科畢業","高雄市第1屆、第2屆市議員。
KMT高雄市黨部副主任委員。
KMT高雄市青工總會總會長
高雄市國際獅子會３００Ｅ１區正友獅子會會長。
中山大學亞太所所友會會長。
正修校友會化工系會長
婦聯會高雄市左營支會主任委員
高雄市希望弱勢關懷協會顧問。
左營舊城鳳邑城隍廟顧問","一、檢討12年國教入學方案，修正規定。拒絕學生當教育實驗品，減少學生與家長憂心。
二、要求市政府在左營、楠梓區設置青少年活動中心，有室內與室外運動區、科技運用、才藝表演區提供青少年多樣化用途。
三、籲請市政府建立「青年展翅高飛平台」，專門提供24-50歲青年就業、創業投資等資訊與協助；補助懷孕、生育、幼兒教育津貼；補貼租屋、修屋、購屋資金。
四、要求市政府打造「左營金三角」＜蓮池潭、世運主場館、眷村文化園區＞帶動觀光產業、刺激經濟景氣。
五、重視後勁五輕遷移後地方發展；廠區原址設立遺址公園、文創產業基地、石油污染復育教育區。
六、加強學校通學步道與校區、校園內教學環境安全。防止黑幫、毒品進入校園，影響學生受教與安全。
七、重視長青族群需求，加速進行「北高雄長青中心」建設，提供鄉親長輩一般休憩娛樂、才藝學習與發表等多功能場所。
八、關心「新住民」，要求市政府常態性舉辦新住民關懷活動，讓新住民融入地區和社區。
九、增加楠梓地區、高雄大學一帶公車班次，減少上下學（班）的不便。
十、文府國中增設高中部，成為「完全中學」落實左楠地區12年國教。
十一、籲請政府設立左楠地區3萬個免費機車停放空間，紓解停車不易問題。
十二、搬遷民族路、大中路口「瀝青工廠」，改建成為長青照護中心與游泳池。
十三、打通博愛路底華夏公園，銜接高鐵路，串連民族路成為「高雄新都心」帶動左楠區域發展。

（資料來源／中選會選舉公報：http://ebulletin.cec.gov.tw/%E9%81%B8%E8%88%89/%E7%9B%B4%E8%BD%84%E5%B8%82%E8%AD%B0%E5%93%A1/103%E5%B9%B4/06%E9%AB%98%E9%9B%84%E5%B8%82/%E9%AB%98%E9%9B%84%E5%B8%82%E7%AC%AC4%E9%81%B8%E8%88%89%E5%8D%80%E8%AD%B0%E5%93%A1.pdf）","

道路的鋪設整修、路樹的維護、監視器/路燈裝設與妥善率、電線地下化、鐵路地下化、大眾運輸使用率
人行紅磚道的整治、汽機車格畫製等等
","廣設公立托嬰中心(目前增設至17家)、廣增公幼名額(219所公立幼兒園、17所非營利幼兒園，設置65班、提供1750個
入園名額，真正達到基本公私比4：6)
(取自候選人粉絲專頁)","
          建立校園安全防護機制、反毒教育宣導、國中入學總量管制檢討
(取自候選人粉絲專頁)
","

成立青年事務局更專注年輕人的發展、設立公營住宅降低首購族負擔、建立「青年展翅高飛平台」
(取自候選人粉絲專頁)
","

建請設立北區綜合長青服務中心、長期照護政策檢討、富民長青中心(已設立)
(取自候選人粉絲專頁)
","

有機農業推廣、農業政策推廣、農民照護關懷(香蕉推廣)、推廣新農民返鄉耕作
(取自候選人粉絲專頁)
","
          一區一特色、試辦「以住代護」活化眷村園區使用功能、增設公共腳踏車租借點、觀光公車的路線增加
",,,,,,,,,,,,
李洲忠,02 草屯鎮、中寮鄉,中國國民黨,65 歲,男,南投縣,,,南投縣議員,,,,,,,,,,,,,,,,,,,,
李柏融,02 茄萣區、湖內區、路竹區、阿蓮區、田寮區,無黨籍,68 歲,男,,,目前無資料顯示,目前無資料顯示,,,,,,,,,,,,,,,,,,,,
李柏毅,06 大安區、文山區,中國國民黨,,男,目前無資料顯示,,"美國南加大航太機械系碩士
長庚大學機械系
臺北市立成功高級中學","國民黨臺北市議會黨團秘書
救國團臺北市大安區團委會會長
中國國民黨第二十全黨代表
臺北市議員李新辦公室主任",,,,,,,,,,,,,,,,,,,,
李柏毅,04 楠梓區、左營區,民主進步黨,41 歲,男,高雄市,,"國立高雄大學高階經營管理碩士
私立東海大學社會科學院政治學系學士","高雄市長辦公室主任
陳菊市長8年機要幕僚
立法院國會助理
2004年總統大選中台灣青年軍執行長",,,,,,,,,,,,,,,,,,,,
李柏瑟,01 桃園區,民主進步黨,,女,嘉義縣,,"元智大學資訊管理學系 博士班 
開南大學觀光運輸學院 碩士","桃園區區政諮詢委員
桃園市第11屆 市民代表
廖輝星議員 特別助理
民進黨桃園市第一屆市黨部執行委員
民進黨桃園縣黨部第十三、十四屆評委
民進黨第十七屆全國黨代表
桃園市單親婦幼關懷扶助協會理事長
桃園市早泳會 副會長
桃園市台南同鄉會 副理事長
桃園市嘉義同鄉會 常務理事
桃園福榮扶輪社
桃園驕陽獅子會
桃園市青春陽光有氧健康協會 顧問
桃園市張廖簡宗親婦女會 理事
桃園區李氏宗親會 理事
童子軍輔導木章持有人
關懷婦幼雜誌 主編","
          ．推廣認養代替購買的觀念，在寵物購買與認養的過程，就應該進行飼主審核，從飼主的經濟能力、環境是否適合等等層面來看
．實踐居住正義
．包含公園、長照、交通、幼托與食安等貼近生活的議題
",,,,,,,,,,,,,,,,,,,
李柏坊,06 大溪區、復興區,中國國民黨,60 歲,男,桃園市,1958-01-24,健行工業專科學校,"一、太平洋電線電纜公司助理工程師
二、大溪鎮第13、17屆仁武里里長
三、第16、17屆桃園縣議員
四、第1屆桃園市議員(現任）
五、大溪鎮圳頂義消幹事
六、大溪鎮圳頂民防分隊分隊長
七、大溪鎮後備軍人輔導中心主任、秘書
八、大溪鎮李姓宗親會理事長
九、大嵙崁獅子會會長
十、中國國民黨大溪區黨部主任委員
十一、大嵙崁環境基金會董事
十二、桃園市後備指揮部地區發展委員
十三、大溪區讀經學會理事長
十四、大溪區仁和宮董事、監事",,,,,,,,,,,,,,,,,,,,
李政達,01 斗六市、莿桐鄉、林內鄉,民主進步黨,46 歲,男,,,"義峰高中
環球科技大學商業管理學系",斗六市民代表會副主席,,,,,,,,,,,,,,,,,,,,
李彥辛,01 金城鎮、金寧鄉、烏坵鄉,無黨籍,,男,,,,,,,,,,,,,,,,,,,,,,,,
李建智,01 臺東市、蘭嶼鄉,中國國民黨,59 歲,男,臺東縣,,,台東縣議員,,,,,,,,,,,,,,,,,,,,
李建昌,02 內湖區、南港區,民主進步黨,56 歲,男,嘉義縣,1962-08-22,"嘉義中學畢業
台灣大學社會學系畢業
台灣大學社會學研究所碩士","台灣大學研究生協會副主席
第七、八、九、十、十一屆台北市議員
民主進步黨市議會黨團召集人
民主進步黨中央評議委員","一、堅持清廉、專業、專職問政。 
二、堅持台灣優先、弱勢優先、教育優先、環境優先。 
三、堅決反對台北市立第一殯儀館遷至南港山豬窟。 
四、主張南港二○二兵工廠儘速遷移，規劃為學術、休閒自然生態園區。 
五、持續推動內湖蘆洲里工業區都市改造，串聯內湖科技園區、南港經貿軟體園區形塑台北綠色矽谷。 
六、推動、協助社區都市更新，創造港湖社區新住宅景象。 
七、主張內湖焚化爐應優先停爐，規劃居民休閒環保公園。 
八、推動捷運信義線東延至南港國宅、中央研究院及汐止橫科。 
九、監督內湖區台北國際網球中心、南港區世界流行音樂中心，如期如質落成。 
十、監督十二年國教實施，反對以作文為關鍵決定學生志願序的項目。 
十一、推動校舍閒置空間設立公辦民營幼兒園。 
十二、持續爭取資源投入港湖區山邊野溪、邊坡護牆整治；規劃港湖郊區休閒步道，帶動休閒人潮，形塑好山好水的山林景緻及有特色的茶、草莓、玫瑰之鄉。 
十三、提高生、養嬰幼兒津貼及老人照護措施和福利，有效減輕雙薪家庭、青年成家的經濟負擔。 

（資料來源／臺北市議會：http://tcc0708.tcc.gov.tw/cp.aspx?n=2FCE778D5736A84E）",,,,,,,,,,,,,,,,,,,
李建昇,01 斗六市、莿桐鄉、林內鄉,民主進步黨,58 歲,男,,,"鎮西國小畢業
正心中學初中畢業
正心中學高中畢業
文化大學畢業
南華大學歐洲研究所畢業","永久保留人文公園自救會會長	
雲林縣義勇消防總隊第一隊大隊長
雲林縣後備憲兵榮譽主任委員	
雲林縣練功藝術學會創會理事長
雲林縣老人長期照護協會創會理事長
雲林縣木球委員會主任委員	
雲林縣議會第14.15.16.17.18屆議員
雲林縣議會2007-2008民進黨黨團總召
樹德愛心交心聯誼會首席顧問",,,,,,,,,,,,,,,,,,,,
李建志,01 斗六市、莿桐鄉、林內鄉,無黨籍,49 歲,男,雲林縣,,"國立中正大學政治研究所碩士
南華大學企業管理系學士
環球技術學院
西螺農工
斗六國中
林頭國小","第15
16
17屆雲林縣議員
雲林縣議會第17屆無黨聯盟總召集人
雲林縣議會第17屆紀律委員會委員
財團法人雲林沿海漁業安定基金會籌備會主任委員
雲林縣漁船筏權益促進協會榮譽會長
雲林縣農業權益促進協會榮譽會長。",,,,,,,,,,,,,,,,,,,,
李姸慧,04 北區北門里等30里,民主進步黨,42 歲,女,新竹市,,"臺灣大學外文系 學士
新竹女中
臺灣大學國家發展研究所 博士候選人
臺灣大學新聞研究所 碩士",新竹市議會 議員,,,,,,,,,,,,,,,,,,,,
李奕德,01 東區,無黨籍,,男,嘉義市,,,,,,,,,,,,,,,,,,,,,,,
